model,seed,bits,granularity,exception,ppl_ref,ppl_quant,delta_ppl,delta_nll,nll_all,nll_sink,nll_non_sink,n_sink_cols,n_total_cols,n_exempt_positions,corpus_sha256,holdout_sha,source
gated_1b_elementwise,1,8,per_tensor,none,14.47735645757423,3456.2857531570326,3441.808396699458,5.475364004505154,8.147949809711038,,8.147949809711038,0,255,0,,,gated_1b_elementwise_b8_per_tensor_none_calib1.json
gated_1b_elementwise,2,8,per_tensor,none,14.47735645757423,3932.5028487873283,3918.025492329754,5.6044455541477305,8.277031359353614,,8.277031359353614,0,255,0,,,gated_1b_elementwise_b8_per_tensor_none_calib2.json
gated_1b_elementwise,3,8,per_tensor,none,14.47735645757423,3539.1349536258836,3524.657597168309,5.499051807677821,8.171637612883705,,8.171637612883705,0,255,0,,,gated_1b_elementwise_b8_per_tensor_none_calib3.json
gated_1b_elementwise,4,8,per_tensor,none,14.47735645757423,3421.77189975364,3407.2945432960655,5.465327990026811,8.137913795232695,,8.137913795232695,0,255,0,,,gated_1b_elementwise_b8_per_tensor_none_calib4.json
gated_1b_elementwise,0,8,per_tensor,position_0,14.47735645757423,3139.323102670394,3124.8457462128194,5.379176678059382,8.051762483265266,,8.051762483265266,0,255,1,,,gated_1b_elementwise_b8_per_tensor_position_0_calib0.json
gated_1b_elementwise,1,8,per_tensor,position_0,14.47735645757423,3073.046465469781,3058.569109012207,5.3578388773666745,8.030424682572558,,8.030424682572558,0,255,1,,,gated_1b_elementwise_b8_per_tensor_position_0_calib1.json
gated_1b_elementwise,2,8,per_tensor,position_0,14.47735645757423,3426.6298444343524,3412.152487976778,5.466746699289786,8.13933250449567,,8.13933250449567,0,255,1,,,gated_1b_elementwise_b8_per_tensor_position_0_calib2.json
gated_1b_elementwise,3,8,per_tensor,position_0,14.47735645757423,3139.529037529156,3125.0516810715817,5.379242274399044,8.051828079604928,,8.051828079604928,0,255,1,,,gated_1b_elementwise_b8_per_tensor_position_0_calib3.json
gated_1b_elementwise,4,8,per_tensor,position_0,14.47735645757423,2978.978601896143,2964.5012454385687,5.32674996449944,7.999335769705324,,7.999335769705324,0,255,1,,,gated_1b_elementwise_b8_per_tensor_position_0_calib4.json
gated_1b_elementwise,0,8,per_token,none,14.47735645757423,15.12803646574806,0.6506800081738309,0.043963936627804845,2.716549741833689,,2.716549741833689,0,255,0,,,gated_1b_elementwise_b8_per_token_none_calib0.json
gated_1b_elementwise,1,8,per_token,none,14.47735645757423,15.12803646574806,0.6506800081738309,0.043963936627804845,2.716549741833689,,2.716549741833689,0,255,0,,,gated_1b_elementwise_b8_per_token_none_calib1.json
gated_1b_elementwise,2,8,per_token,none,14.47735645757423,15.12803646574806,0.6506800081738309,0.043963936627804845,2.716549741833689,,2.716549741833689,0,255,0,,,gated_1b_elementwise_b8_per_token_none_calib2.json
gated_1b_elementwise,3,8,per_token,none,14.47735645757423,15.12803646574806,0.6506800081738309,0.043963936627804845,2.716549741833689,,2.716549741833689,0,255,0,,,gated_1b_elementwise_b8_per_token_none_calib3.json
gated_1b_elementwise,4,8,per_token,none,14.47735645757423,15.12803646574806,0.6506800081738309,0.043963936627804845,2.716549741833689,,2.716549741833689,0,255,0,,,gated_1b_elementwise_b8_per_token_none_calib4.json
gated_1b_elementwise,0,8,per_token,position_0,14.47735645757423,15.113973539981124,0.6366170824068949,0.04303391069514273,2.7156197159010267,,2.7156197159010267,0,255,1,,,gated_1b_elementwise_b8_per_token_position_0_calib0.json
gated_1b_elementwise,1,8,per_token,position_0,14.47735645757423,15.113973539981124,0.6366170824068949,0.04303391069514273,2.7156197159010267,,2.7156197159010267,0,255,1,,,gated_1b_elementwise_b8_per_token_position_0_calib1.json
gated_1b_elementwise,2,8,per_token,position_0,14.47735645757423,15.113973539981124,0.6366170824068949,0.04303391069514273,2.7156197159010267,,2.7156197159010267,0,255,1,,,gated_1b_elementwise_b8_per_token_position_0_calib2.json
gated_1b_elementwise,3,8,per_token,position_0,14.47735645757423,15.113973539981124,0.6366170824068949,0.04303391069514273,2.7156197159010267,,2.7156197159010267,0,255,1,,,gated_1b_elementwise_b8_per_token_position_0_calib3.json
gated_1b_elementwise,4,8,per_token,position_0,14.47735645757423,15.113973539981124,0.6366170824068949,0.04303391069514273,2.7156197159010267,,2.7156197159010267,0,255,1,,,gated_1b_elementwise_b8_per_token_position_0_calib4.json
gated_1b_headwise,0,4,per_tensor,none,14.591835641255223,347116.5048946447,347101.9130590035,10.076953581905421,12.757415751553843,,12.757415751553843,0,255,0,,,gated_1b_headwise_b4_per_tensor_none_calib0.json
gated_1b_headwise,1,4,per_tensor,none,14.591835641255223,359672.47710161225,359657.885265971,10.112486940848704,12.792949110497126,,12.792949110497126,0,255,0,,,gated_1b_headwise_b4_per_tensor_none_calib1.json
gated_1b_headwise,2,4,per_tensor,none,14.591835641255223,206729.49341034013,206714.9015746989,9.558704252878606,12.239166422527028,,12.239166422527028,0,255,0,,,gated_1b_headwise_b4_per_tensor_none_calib2.json
gated_1b_headwise,3,4,per_tensor,none,14.591835641255223,364431.06912668934,364416.4772910481,10.125630532135192,12.806092701783614,,12.806092701783614,0,255,0,,,gated_1b_headwise_b4_per_tensor_none_calib3.json
gated_1b_headwise,4,4,per_tensor,none,14.591835641255223,535594.4365357438,535579.8447001025,10.510670335747538,13.19113250539596,,13.19113250539596,0,255,0,,,gated_1b_headwise_b4_per_tensor_none_calib4.json
gated_1b_headwise,0,4,per_tensor,position_0,14.591835641255223,297435.9692199882,297421.37738434697,9.92249208164156,12.602954251289981,,12.602954251289981,0,255,1,,,gated_1b_headwise_b4_per_tensor_position_0_calib0.json
gated_1b_headwise,1,4,per_tensor,position_0,14.591835641255223,309795.1033533446,309780.51151770336,9.963204231359887,12.643666401008309,,12.643666401008309,0,255,1,,,gated_1b_headwise_b4_per_tensor_position_0_calib1.json
gated_1b_headwise,2,4,per_tensor,position_0,14.591835641255223,209868.24082960968,209853.64899396844,9.57377301851708,12.254235188165502,,12.254235188165502,0,255,1,,,gated_1b_headwise_b4_per_tensor_position_0_calib2.json
gated_1b_headwise,3,4,per_tensor,position_0,14.591835641255223,296647.7656750298,296633.17383938853,9.919838570154381,12.600300739802803,,12.600300739802803,0,255,1,,,gated_1b_headwise_b4_per_tensor_position_0_calib3.json
gated_1b_headwise,4,4,per_tensor,position_0,14.591835641255223,478689.85972349247,478675.2678878512,10.39834602256128,13.078808192209701,,13.078808192209701,0,255,1,,,gated_1b_headwise_b4_per_tensor_position_0_calib4.json
gated_1b_headwise,0,4,per_token,none,14.591835641255223,2156.9897355006938,2142.3978998594384,4.996006718037105,7.676468887685527,,7.676468887685527,0,255,0,,,gated_1b_headwise_b4_per_token_none_calib0.json
gated_1b_headwise,1,4,per_token,none,14.591835641255223,2156.9897355006938,2142.3978998594384,4.996006718037105,7.676468887685527,,7.676468887685527,0,255,0,,,gated_1b_headwise_b4_per_token_none_calib1.json
gated_1b_headwise,2,4,per_token,none,14.591835641255223,2156.9897355006938,2142.3978998594384,4.996006718037105,7.676468887685527,,7.676468887685527,0,255,0,,,gated_1b_headwise_b4_per_token_none_calib2.json
gated_1b_headwise,3,4,per_token,none,14.591835641255223,2156.9897355006938,2142.3978998594384,4.996006718037105,7.676468887685527,,7.676468887685527,0,255,0,,,gated_1b_headwise_b4_per_token_none_calib3.json
gated_1b_headwise,4,4,per_token,none,14.591835641255223,2156.9897355006938,2142.3978998594384,4.996006718037105,7.676468887685527,,7.676468887685527,0,255,0,,,gated_1b_headwise_b4_per_token_none_calib4.json
gated_1b_headwise,0,4,per_token,position_0,14.591835641255223,1364.3174490525023,1349.725613411247,4.537947375586111,7.218409545234532,,7.218409545234532,0,255,1,,,gated_1b_headwise_b4_per_token_position_0_calib0.json
gated_1b_headwise,1,4,per_token,position_0,14.591835641255223,1364.3174490525023,1349.725613411247,4.537947375586111,7.218409545234532,,7.218409545234532,0,255,1,,,gated_1b_headwise_b4_per_token_position_0_calib1.json
gated_1b_headwise,2,4,per_token,position_0,14.591835641255223,1364.3174490525023,1349.725613411247,4.537947375586111,7.218409545234532,,7.218409545234532,0,255,1,,,gated_1b_headwise_b4_per_token_position_0_calib2.json
gated_1b_headwise,3,4,per_token,position_0,14.591835641255223,1364.3174490525023,1349.725613411247,4.537947375586111,7.218409545234532,,7.218409545234532,0,255,1,,,gated_1b_headwise_b4_per_token_position_0_calib3.json
gated_1b_headwise,4,4,per_token,position_0,14.591835641255223,1364.3174490525023,1349.725613411247,4.537947375586111,7.218409545234532,,7.218409545234532,0,255,1,,,gated_1b_headwise_b4_per_token_position_0_calib4.json
gated_1b_headwise,0,8,per_tensor,none,14.591835641255223,16.88549150792005,2.293655866664828,0.145992592910845,2.8264547625592664,,2.8264547625592664,0,255,0,,,gated_1b_headwise_b8_per_tensor_none_calib0.json
gated_1b_headwise,1,8,per_tensor,none,14.591835641255223,16.882208483781437,2.2903728425262138,0.1457981453085644,2.826260314956986,,2.826260314956986,0,255,0,,,gated_1b_headwise_b8_per_tensor_none_calib1.json
gated_1b_headwise,2,8,per_tensor,none,14.591835641255223,16.69613523791649,2.104299596661267,0.13471510011262922,2.8151772697610506,,2.8151772697610506,0,255,0,,,gated_1b_headwise_b8_per_tensor_none_calib2.json
